image_link,results,,,,,,
/kaggle/input/fas-rcnn/L02_V019/27345.jpg,"person: 7, traffic light: 1, chair: 2, clock: 2, tv: 2, car: 1, oven: 1, airplane: 1, train: 2, knife: 1",,,,,,"data[""results""][0]"
/kaggle/input/fas-rcnn/L02_V019/26853.jpg,"person: 64, suitcase: 6, backpack: 14, handbag: 7, bottle: 3, bus: 1, train: 1, truck: 1, refrigerator: 1, chair: 2",,,,,,
/kaggle/input/fas-rcnn/L02_V019/28686.jpg,"person: 22, tie: 3, handbag: 2, backpack: 2",,,,,,
/kaggle/input/fas-rcnn/L02_V019/473.jpg,"person: 3, train: 8, bus: 1, airplane: 2, umbrella: 1, cow: 2, car: 2, truck: 1, sheep: 1, refrigerator: 1, chair: 2, backpack: 1, oven: 1, cup: 1, horse: 1, bear: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/21145.jpg,"person: 32, motorcycle: 2, potted plant: 28, sink: 6, refrigerator: 1, vase: 8, bowl: 4, handbag: 1, broccoli: 2, dining table: 3, bicycle: 1, chair: 1, tie: 2, wine glass: 1, cup: 3, train: 1, teddy bear: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/2172.jpg,"train: 8, person: 5, bus: 2, truck: 4, refrigerator: 2, umbrella: 2, stop sign: 1, bench: 1, airplane: 1, boat: 1, cow: 1, chair: 1, tv: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/8342.jpg,"person: 74, clock: 3, handbag: 2, teddy bear: 1, chair: 9, tv: 2, backpack: 1, umbrella: 1, car: 1, dining table: 1, bowl: 1, bench: 2, suitcase: 1, bird: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/7544.jpg,"person: 15, chair: 17, bench: 5, potted plant: 11, dining table: 16, cell phone: 1, umbrella: 4, cup: 2, bowl: 4, tie: 1, refrigerator: 2, orange: 1, bottle: 1, apple: 1, banana: 1, handbag: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/21701.jpg,,,,,,,
/kaggle/input/fas-rcnn/L02_V019/14619.jpg,"person: 3, truck: 1, tie: 2, oven: 6, cup: 2, bowl: 1, refrigerator: 1, car: 1, boat: 1, chair: 4, fork: 1, book: 1, dining table: 1, parking meter: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/29028.jpg,"person: 64, remote: 3, cell phone: 1, chair: 4, cup: 2, umbrella: 3, baseball bat: 1, car: 1, toothbrush: 1, tie: 1, knife: 1, dining table: 1, parking meter: 1, wine glass: 1, bed: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/9999.jpg,"donut: 3, person: 4, mouse: 1, cake: 5, vase: 4, cup: 4, bottle: 1, bowl: 2, spoon: 1, toilet: 1, fire hydrant: 1, dining table: 1, potted plant: 2, pizza: 1, wine glass: 1, banana: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/17763.jpg,"clock: 2, donut: 2, parking meter: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/2302.jpg,"person: 6, train: 6, bus: 1, umbrella: 2, bird: 1, refrigerator: 1, bench: 1, truck: 1, bed: 1, scissors: 1, chair: 1, boat: 2",,,,,,
/kaggle/input/fas-rcnn/L02_V019/26922.jpg,"person: 63, vase: 1, bus: 4, backpack: 5, car: 3, train: 3, parking meter: 1, handbag: 2, potted plant: 1, truck: 1, suitcase: 1, chair: 2, cell phone: 2, tv: 1, remote: 1, bottle: 1, clock: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/13217.jpg,"train: 1, bench: 1, boat: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/25145.jpg,"giraffe: 1, vase: 2, umbrella: 2, apple: 3, potted plant: 4, bird: 3, broccoli: 1, person: 1, elephant: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/1173.jpg,"person: 5, chair: 4, train: 2, parking meter: 1, bed: 1, dining table: 2, bus: 1, refrigerator: 1, bowl: 1, couch: 1, tv: 1, umbrella: 1, car: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/3209.jpg,"clock: 3, tv: 4, refrigerator: 1, microwave: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/12141.jpg,"person: 2, clock: 9, book: 2, bicycle: 1, scissors: 1",,,,,,
/kaggle/input/fas-rcnn/L02_V019/1409.jpg,"train: 5, book: 2, refrigerator: 3, person: 3, clock: 1, sink: 1, umbrella: 1, laptop: 1, airplane: 1, oven: 1, parking meter: 1",,,,,,
